原 id,id,type,question,option_1,option_2,option_3,answer,media_file,解析
111,m_txt_104,choice_text,駕駛人無照駕駛或酒醉駕車因而致人受傷或死亡，依法應負刑事責任者，加重其刑至,三分之一,二分之一,一倍,2,,無照駕駛或酒駕肇事致人傷亡，其刑事責任將依法加重其刑至二分之一
112,m_txt_105,choice_text,拼裝車輛未經核准領用牌證行駛或報廢車仍行駛道路者，除禁止其行駛外，其車輛,沒入之並罰鍰,公告拍賣之,繳清罰鍰後始得領回,1,,拼裝車輛或報廢車輛違規行駛道路，將被禁止行駛並沒入車輛，同時處以罰鍰
113,m_txt_106,choice_text,下列何種違規行為得對車輛所有人逕行舉發處罰：,無照駕駛,酒醉駕車,違規停車而駕駛人不在場,3,,違規停車而駕駛人不在場時，警方可直接對車輛所有人逕行舉發處罰
114,m_txt_107,choice_text,哪些駕駛行為，得以科學儀器取得證據資料，逕行舉發處罰：,超速,未保持安全距離,以上皆是,3,,超速與未保持安全距離等駕駛行為，皆可透過科學儀器蒐證，並逕行舉發處罰
115,m_txt_108,choice_text,騎乘機車在設有快慢車道分隔線之慢車道，時速不得超過,30 公里,40 公里,50 公里,2,,機車在設有快慢車道分隔線之慢車道行駛時，其最高時速不得超過 40 公里
116,m_txt_109,choice_text,行駛於有劃分島劃分快慢車道之道路，,在慢車道行駛車輛不得左轉,在快車道行駛車輛不得右轉,以上皆是,3,,設有劃分島的快慢車道，慢車道車輛不得左轉，快車道車輛不得右轉，以維持交通秩序
117,m_txt_110,choice_text,機車駕駛人，行經有燈光號誌管制之大眾捷運系統車輛共用通行交岔路口闖紅燈，經當場舉發者：,"罰鍰新臺幣 1,800～5,400 元並予違規記點",吊扣駕照 1 個月,"罰鍰新臺幣 3,600～10,800 元並予違規記點",3,,"機車闖紅燈行經捷運共用路口，將處新臺幣 3,600 元至 10,800 元罰鍰並記違規點數"
118,m_txt_111,choice_text,公園出入口設有禁止機車進入標誌，但未設置車（路）阻，請問機車駕駛人可以騎車進公園嗎？,可以,不可以,不一定，視情況而定,2,,設有禁止機車進入標誌，即便無實體阻擋，機車駕駛人仍應遵守標誌規定，不得駛入公園
121,m_txt_112,choice_text,小型輕型、普通輕型及普通重型機車後座附載人員的規定，何者正確？,在駕駛人後設有固定座位者，得附載 1 人,小型輕型機車禁止附載人員,僅有重型機車可以附載人員,2,,小型輕型機車設計為單人騎乘，依法禁止附載人員；其他設有固定座位者則可附載一人
122,m_txt_113,choice_text,關於「騎車或停等紅燈時使用手機」的敘述，下列何者正確？,只要車輛沒有移動，就能安全使用手機,視情況而定，只要不被警察看到即可,這樣做會分心，屬於錯誤且危險的行為,3,,騎車或停等紅燈時使用手機會分散注意力，影響反應力與判斷力，是錯誤且危險的行為，應避免
123,m_txt_114,choice_text,機車短小輕便且機動性高，下列駕駛行為敘述何者正確？,可以併行競駛,可以快速穿越車縫及行人穿越道,應減速慢行並遠離大型車，避免進入內輪差及視野死角,3,,機車應減速慢行，並與大型車保持安全距離，避免進入其內輪差及視野死角，確保行車安全
124,m_txt_115,choice_text,行車中，突然有疲倦感想睡覺，下列行為何者正確？,應尋覓適當地點休息，待精神恢復再上路,增加行車速率，以提振精神,只要降低行車速度，就不會影響行車安全,1,,行車中感到疲倦或想睡，應立即尋找安全地點停車休息，待精神恢復後再繼續上路
125,m_txt_116,choice_text,駕駛人服用感冒藥或鎮定劑後，關於駕駛車輛之安全考量，下列敘述何者正確？,服用後若未感到明顯嗜睡或不適，經短暫休息後即可駕駛,此類藥物可能影響反應力與判斷力，服用後應避免駕駛,一般非處方感冒藥劑量較低，對駕駛能力無顯著影響，可正常駕駛,2,,感冒藥或鎮定劑可能影響駕駛人的反應力與判斷力，服用後應避免駕駛車輛，以確保安全
126,m_txt_117,choice_text,駕駛人因身體或精神狀況影響安全駕駛能力時，關於是否得駕駛車輛，下列敘述何者正確？,輕微疲勞或身體不適時，只要提高警覺並縮短行駛距離，仍可駕駛,精神不濟或患有影響安全駕駛之疾病者，不得駕駛車輛,服用感冒藥或止痛藥後若未感到明顯嗜睡，仍可正常駕駛,2,,當駕駛人精神不濟或有影響安全駕駛的疾病時，為保障自身及他人安全，應避免駕駛車輛
127,m_txt_118,choice_text,機車駕駛人行車時，以手持方式使用行動電話或其他電訊設備，將受何種處罰？,免處罰鍰,處罰鍰,吊扣駕照,2,,機車駕駛人行車時手持使用行動電話，會分散注意力，依法將處以罰鍰
128,m_txt_119,choice_text,機車在單一車道內，與他車並行，被現場舉發將處以何種處罰？,只記點不罰鍰,處罰鍰並記違規點數,罰鍰不記點,2,,機車在單一車道內與他車併行屬於違規行為，將處以罰鍰並記違規點數
129,m_txt_120,choice_text,機車變換車道或轉彎時，未依規定顯示方向燈，經當場舉發，會造成何種處罰？,不會處罰,處罰鍰並吊銷駕照,處罰鍰並記違規點數,3,,機車變換車道或轉彎未打方向燈，將被處以罰鍰並記違規點數，影響行車安全
130,m_txt_121,choice_text,依道路交通管理處罰條例規定，機車對於人行道之使用，下列何者正確？,機車得以低速在有人行道之路段通行,機車不得在人行道行駛,機車於特殊狀況（如壅塞）得暫時行駛人行道,2,,依道路交通管理處罰條例規定，機車不得在人行道上行駛，以維護行人安全
131,m_txt_122,choice_text,關於機車附載後座乘客之乘坐方式，下列敘述何者正確？,後座乘客穿著裙裝或行動不便時，得採側坐方式以維護乘坐便利,後座乘客應正面跨坐，不得側坐,後座乘客於低速行駛或短程接送時，得採側坐方式乘坐,2,,機車後座乘客為確保安全，應採正面跨坐方式，不得側坐，以保持車輛平衡與穩定
132,m_txt_123,choice_text,機車駕駛人若感到疲倦或連續駕車時間過長時，應如何處置？,只要精神狀況尚可，仍可繼續駕駛,應以降低車速的方式，繼續保持行駛，避免疲勞,應立即尋找安全地點停車休息，待體力恢復後方得繼續駕駛,3,,考點在於「安全至上」感到疲勞時反應會變遲鈍，唯一正確做法是立即尋找安全地點停車休息，不可強行駕駛
133,m_txt_124,choice_text,機車駕駛人行經設有學校、醫院標誌之路段，不減速慢行，經交通勤務警察攔截，若未嚴重危害交通安全、秩序，且情節輕微，依法如何處罰？,交通勤務警察得對其施以勸導，免予舉發,應處罰鍰，並上道安講習 3 小時,僅處罰鍰,1,,依《道路交通管理處罰條例》規定，情節輕微且未嚴重危害交通者，警察可勸導免予舉發
134,m_txt_125,choice_text,關於機車安全駕駛行為，下列敘述何者正確？,行經路口時若號誌為綠燈，應加速通過以減少滯留路口之時間,行經路口時應依規定減速慢行，並注意左右來車及行人動態,行經路口前應變換至車陣前方位置，以確保擁有較佳視野及優先起步,2,,行經路口應減速慢行，並左右察看注意來車及行人動態，確保安全
135,m_txt_126,choice_text,闖紅燈經逕行舉發之處罰，下列何者正確？,不罰鍰，只記違規點數,處罰鍰，並記違規點數,處罰鍰，但不記違規點數,3,,逕行舉發之闖紅燈處罰為罰鍰，不記違規點數
136,m_txt_127,choice_text,闖紅燈未肇事經當場舉發，對駕駛人應給予什麼處罰？,吊銷其駕照,處以罰鍰並記違規點數,吊扣其駕照,2,,闖紅燈未肇事經當場舉發，依規定處以罰鍰並記違規點數
137,m_txt_128,choice_text,機車駕駛人酒後駕車，下列何者正確？,不會受罰,只會處罰鍰,會處罰鍰、吊扣駕照及參加道安講習,3,,機車駕駛人酒駕，會處罰鍰、吊扣駕照及參加道安講習
138,m_txt_129,choice_text,機車駕駛人因酒精濃度超過規定標準而駕車，致人受傷或死亡者，應處以何種處罰？,處罰鍰並吊扣駕照,處罰鍰並吊銷駕照,依刑法規定處理（如公共危險罪），並吊銷駕照,3,,酒駕致人受傷或死亡，依刑法規定處理（如公共危險罪），並吊銷駕照
139,m_txt_130,choice_text,機車駕駛人酒駕違規 10 年內第 2 次違規者，其罰鍰處分為？,處新臺幣 3 萬元罰鍰,處新臺幣 6 萬元罰鍰,處新臺幣 9 萬元罰鍰,3,,機車駕駛人 10 年內酒駕第二次違規，依規定處新臺幣 9 萬元罰鍰
140,m_txt_131,choice_text,駕駛人因酒醉駕車而肇事致人重傷死亡，對其駕駛執照之處分，下列何者正確？,吊銷駕駛人駕駛執照 3 年,吊銷駕駛人駕駛執照，並終身不得再考領,吊扣駕駛人駕駛執照 2 至 4 年，期滿得再次考領,2,,酒駕肇事致人重傷死亡者，吊銷駕照並終身不得再考領
141,m_txt_132,choice_text,駕駛人騎乘機車經酒測值超過規定標準時，關於其行政處罰，下列敘述何者正確？,初次違規且酒測值輕微超標者，得以勸導講習代替吊扣駕照處分,違規當下未發生交通事故者，僅處罰鍰，免予吊扣駕照,初犯應處罰鍰及吊扣駕照,3,,機車酒測值超標初犯，應處以罰鍰並吊扣駕駛執照
142,m_txt_133,choice_text,機車駕駛人經測試檢定酒精濃度超過規定標準，且未肇事致人受傷或死亡者，除處以罰鍰外，其駕駛執照應處以何種處分？,吊扣其駕駛執照 1 年至 2 年，並當場移置保管該機車,吊扣其駕駛執照 6 個月，並處以道安講習,吊銷其駕駛執照，且 3 年內不得重新考領,1,,酒測超標未肇事者，吊扣駕照 1 年至 2 年，並當場移置保管該機車
143,m_txt_134,choice_text,機車駕駛人若初次拒絕接受酒精濃度測試之檢定（拒絕酒測），將面臨何種處罰？,處新臺幣 12 萬元罰鍰，並吊扣其駕駛執照 1 年,處新臺幣 18 萬元罰鍰，並當場吊銷其駕駛執照,處新臺幣 9 萬元罰鍰，並施以道路交通安全講習,2,,初次拒絕酒測者，處新臺幣 18 萬元罰鍰，並當場吊銷其駕駛執照
144,m_txt_135,choice_text,機車駕駛人酒精濃度超過規定標準而駕車者，第一次違規最高可處多少罰鍰？,新臺幣 6 萬元,新臺幣 9 萬元,新臺幣 12 萬元,2,,機車駕駛人酒駕第一次違規，最高可處新臺幣 9 萬元罰鍰
145,m_txt_136,choice_text,機車駕駛人酒駕且附載未滿 12 歲兒童者，會面臨何種處罰？,僅處以罰鍰,吊扣其駕駛執照 3 個月,除罰鍰外，並吊扣其駕駛執照,3,,酒駕並附載未滿 12 歲兒童，除罰鍰外，並吊扣其駕駛執照
146,m_txt_137,choice_text,吐氣酒精濃度達每公升 0.25 毫克或吸食毒品、迷幻藥、麻醉藥品或其相類似之管制藥品，致不能安全駕駛動力交通工具而駕駛者，處何種刑罰？,處 1 年以下有期徒刑,處 3 年以下有期徒刑,處 5 年以下有期徒刑,2,,酒精濃度超標或吸毒致不能安全駕駛，依刑法處 3 年以下有期徒刑
147,m_txt_138,choice_text,檢查機車的煞車時，輕抓煞車拉桿，應有保留多少間隙？,不應有間隙,應要有 1 至 2 公分間隙,應要有 3 至 4 公分以上間隙,2,,煞車拉桿應有 1 至 2 公分間隙，以確保煞車作動正常且不卡滯
148,m_txt_139,choice_text,機車消音器損壞後，不加修復仍然行駛者，依道路交通管理處罰條例應處,罰鍰並責令改正,交通警察告誡,吊扣牌照,1,,消音器損壞不修復仍然行駛，依法處罰鍰並責令改正
149,m_txt_140,choice_text,駕駛機車起駛前,應顯示方向燈，注意前後左右有無障礙或車輛行人,看側方有無車輛通過,看清前方路面,1,,機車起駛前，應打方向燈並注意周遭有無障礙或車輛行人，確保安全
150,m_txt_141,choice_text,駕駛人在起駛前應,鳴按喇叭,顯示方向燈，儘快駛入車道,顯示方向燈，注意前後左右有無障礙或車輛行人,3,,起駛前應顯示方向燈，並注意前後左右有無障礙或車輛行人，確保行車安全
151,m_txt_142,choice_text,遇有緊急或危險情況按鳴喇叭時，應以單響為原則，並,不得連續按鳴 3 次,每次時間不得超過半秒鐘,以上皆是,3,,緊急狀況按鳴喇叭應以單響為原則，每次時間不得超過半秒，且不得連續按鳴 3 次
152,m_txt_143,choice_text,於下列何種情形行駛時應開亮頭燈？,遇濃霧、雨、天色昏暗或視線不清時,行經隧道時,以上皆是,3,,濃霧、雨天、天色昏暗或隧道內等視線不佳情況，皆應開亮頭燈
153,m_txt_144,choice_text,有關機車煞車燈燈色，下列何者正確？,紅色,橙色,黃色,1,,機車煞車燈的燈色，依規定應為紅色
154,m_txt_145,choice_text,機車裝設霧燈之規定，以下何者正確？,前後霧燈應為 1 盞或 2 盞,前霧燈限用黃色或淡黃色或白色，後霧燈限用紅色,以上皆是,3,,機車前後霧燈數量及顏色均有規定，應符合以上敘述
155,m_txt_146,choice_text,機車頭燈之燈色應為,白色或淡黃色,藍色,沒有規定,1,,機車頭燈燈色依規定應為白色或淡黃色
156,m_txt_147,choice_text,煞車燈之規定，何者不正確？,燈色應為淡黃色,煞車作用時，應為續亮，不得閃爍,應為紅色,1,,煞車燈燈色應為紅色，選項(1)淡黃色不正確
157,m_txt_148,choice_text,方向燈燈色應為,紅色,黃色,橙色,3,,機車方向燈的燈色，依規定應為橙色
158,m_txt_149,choice_text,小型輕型機車之輪胎直徑之規定為何？應在,300 公釐以上，420 公釐以下,200 公釐以上，400 公釐以下,250 公釐以上，350 公釐以下,1,,小型輕型機車輪胎直徑應在 300 公釐以上，420 公釐以下
